Column1,Column2
399.647766616,31.878248355
400.362700009,32.018350525
401.077633402,32.230681503
401.792566795,32.505938455
402.507500187,32.614186494
403.22243358,31.903154547
403.937366973,31.075643091
404.652300366,31.308240208
405.367233759,31.955878475
406.082167152,31.212394542
406.797100545,29.900657285
407.512033938,28.390243878
408.22696733,27.991951132
408.941900723,29.685997208
409.656834116,31.641446936
410.371767509,31.716504136
411.086700902,30.857939401
411.801634295,30.171604157
412.516567688,30.575581517
413.231501081,30.388006436
413.946434473,29.308206546
414.661367866,29.462451628
415.376301259,30.863880306
416.091234652,31.050996068
416.806168045,30.4235888
417.521101438,29.716886264
418.236034831,30.000867131
418.950968224,30.88353787
419.665901616,31.69848696
420.380835009,32.316521281
421.095768402,32.173803991
421.810701795,30.895979956
422.525635188,29.265915391
423.240568581,29.182895357
423.955501974,30.236491124
424.670435367,31.570310321
425.385368759,30.607481395
426.100302152,29.373433461
426.815235545,29.864660121
427.530168938,30.04871907
428.245102331,29.926718718
428.960035724,30.892270648
429.674969117,31.024299306
430.38990251,30.269011523
431.104835902,30.789013575
431.819769295,31.276814934
432.534702688,30.107656455
433.249636081,29.305643123
433.964569474,29.34644641
434.679502867,29.302988396
435.39443626,29.57565568
436.109369653,30.63757466
436.824303045,32.03781907
437.539236438,32.562296674
438.254169831,32.250150458
438.969103224,31.331650341
439.684036617,31.192874735
440.39897001,31.647078961
441.113903403,32.308209643
441.828836796,32.433989446
442.543770188,31.308329085
443.258703581,29.861549314
443.973636974,29.330058595
444.688570367,29.913252262
445.40350376,30.543194799
446.118437153,30.578442528
446.833370546,31.079209368
447.548303938,32.208479021
448.263237331,32.381797274
448.978170724,31.908868961
449.693104117,31.79964847
450.40803751,31.899083535
451.122970903,32.132213177
451.837904296,32.063032853
452.552837689,31.734218459
453.267771081,32.030613503
453.982704474,32.182861332
454.697637867,31.569956556
455.41257126,31.327330941
456.127504653,31.419321786
456.842438046,31.373368235
457.557371439,31.419613402
458.272304832,31.77463929
458.987238224,31.88283056
459.702171617,31.388185452
460.41710501,30.583119449
461.132038403,30.466450628
461.846971796,30.651157343
462.561905189,31.315260002
463.276838582,32.580587547
463.991771975,32.777851918
464.706705367,32.360670298
465.42163876,32.412293187
466.136572153,32.432229324
466.851505546,32.148085441
467.566438939,31.902482998
468.281372332,31.791606086
468.996305725,32.247903369
469.711239118,33.330448883
470.42617251,33.338907115
471.141105903,32.274634781
471.856039296,31.148114007
472.570972689,31.235945731
473.285906082,32.265149937
474.000839475,33.062406665
474.715772868,32.979404792
475.430706261,32.778163233
476.145639653,32.804157101
476.860573046,32.631938959
477.575506439,32.710303405
478.290439832,33.015745485
479.005373225,32.532708076
479.720306618,31.725534892
480.435240011,31.548127324
481.150173404,31.594160941
481.865106796,31.975796571
482.580040189,32.784761349
483.294973582,32.999554225
484.009906975,32.748941571
484.724840368,32.676179454
485.439773761,32.413168338
486.154707154,32.400109301
486.869640547,32.90815189
487.584573939,32.956323685
488.299507332,32.56186832
489.014440725,32.85492942
489.729374118,32.826259759
490.444307511,32.16276753
491.159240904,32.314305904
491.874174297,32.847985927
492.589107689,32.304156867
493.304041082,31.957819498
494.018974475,32.59920814
494.733907868,33.286383661
495.448841261,33.160475057
496.163774654,32.56300823
496.878708047,32.629845341
497.59364144,32.952773064
498.308574832,32.571111239
499.023508225,32.364983914
499.738441618,32.93069391
500.453375011,33.434669496
