Column1,Column2
399.647766616,64.44836966
400.362700009,64.837308694
401.077633402,64.487831825
401.792566795,64.275811019
402.507500187,65.492798725
403.22243358,66.694055695
403.937366973,66.491295784
404.652300366,65.767382053
405.367233759,65.751188205
406.082167152,66.718421376
406.797100545,68.227282902
407.512033938,68.794791307
408.22696733,66.897944629
408.941900723,65.386785231
409.656834116,66.308936168
410.371767509,65.730740823
411.086700902,63.606531562
411.801634295,63.012213948
412.516567688,64.901655154
413.231501081,67.35791856
413.946434473,66.827591264
414.661367866,65.198371921
415.376301259,65.780586954
416.091234652,66.559974916
416.806168045,65.46077185
417.521101438,64.556224908
418.236034831,64.692438388
418.950968224,64.682384937
419.665901616,65.036502333
420.380835009,65.202800361
421.095768402,65.770928711
421.810701795,66.42656724
422.525635188,65.488763293
423.240568581,65.396062358
423.955501974,66.72169898
424.670435367,66.549611294
425.385368759,65.241770497
426.100302152,64.869023181
426.815235545,64.87659806
427.530168938,65.23379576
428.245102331,66.412848185
428.960035724,66.635610506
429.674969117,65.436268156
430.38990251,64.461594282
431.104835902,64.58570696
431.819769295,64.5325793
432.534702688,65.457187643
433.249636081,66.87307592
433.964569474,66.85699785
434.679502867,65.950877605
435.39443626,65.292847621
436.109369653,64.383750153
436.824303045,63.819121524
437.539236438,64.526026619
438.254169831,65.270217832
438.969103224,65.54332387
439.684036617,65.648429824
440.39897001,65.486058821
441.113903403,64.737810673
441.828836796,64.273124233
442.543770188,64.341832667
443.258703581,64.400657542
443.973636974,64.800112517
444.688570367,65.006647409
445.40350376,64.551837269
446.118437153,64.358782893
446.833370546,64.727992428
447.548303938,65.02491119
448.263237331,65.348247608
448.978170724,65.234468803
449.693104117,64.551178464
450.40803751,64.047935136
451.122970903,63.761974484
451.837904296,63.229716476
452.552837689,62.133571791
453.267771081,62.799894866
453.982704474,64.879340242
454.697637867,65.390566945
455.41257126,64.884617524
456.127504653,64.576487635
456.842438046,63.855206048
457.557371439,63.37317289
458.272304832,64.065980595
458.987238224,64.715631317
459.702171617,65.505594916
460.41710501,65.357008087
461.132038403,64.442075875
461.846971796,64.153457416
462.561905189,64.123427004
463.276838582,64.297920967
463.991771975,65.263573902
464.706705367,65.440130817
465.42163876,64.657057016
466.136572153,65.260015336
466.851505546,65.917621343
467.566438939,64.697181934
468.281372332,63.76997451
468.996305725,64.112430272
469.711239118,64.787518188
470.42617251,64.744814043
471.141105903,64.756669442
471.856039296,65.292025897
472.570972689,65.776446108
473.285906082,65.672959466
474.000839475,65.306373979
474.715772868,65.092923577
475.430706261,65.229494865
476.145639653,65.413625656
476.860573046,65.846976623
477.575506439,66.37643216
478.290439832,66.04179476
479.005373225,64.739650495
479.720306618,63.611090429
480.435240011,63.625964691
481.150173404,64.378184721
481.865106796,64.783213991
482.580040189,64.848189072
483.294973582,64.890636577
484.009906975,64.51749689
484.724840368,63.906529652
485.439773761,63.75771494
486.154707154,64.327847747
486.869640547,65.081489357
487.584573939,65.087918043
488.299507332,65.080080181
489.014440725,64.968236304
489.729374118,64.346884865
490.444307511,63.920760777
491.159240904,63.643186635
491.874174297,63.433509163
492.589107689,64.131713409
493.304041082,64.551830726
494.018974475,64.17826694
494.733907868,63.720047324
495.448841261,63.497927143
496.163774654,63.818713554
496.878708047,64.395290439
497.59364144,64.664140144
498.308574832,64.671348555
499.023508225,63.991858907
499.738441618,63.218483128
500.453375011,63.352353101
501.168308404,63.639379545
501.883241797,63.621265735
502.59817519,63.492330842
503.313108583,63.208424706
504.028041975,63.127175451
504.742975368,62.87428094
505.457908761,62.714706417
506.172842154,63.359971282
506.887775547,63.77672233
507.60270894,63.734618264
508.317642333,63.707949947
509.032575726,63.00574282
509.747509118,62.655102263
510.462442511,63.174536884
511.177375904,62.85374896
511.892309297,62.324006839
512.60724269,62.767732257
513.322176083,62.582921048
514.037109476,62.22416709
514.752042869,62.216922196
515.466976261,62.070691957
516.181909654,62.226112531
516.896843047,62.442413408
517.61177644,62.189746609
518.326709833,62.13725428
519.041643226,62.217691784
519.756576619,62.007019312
520.471510012,62.102218967
521.186443404,62.484425376
521.901376797,62.68087056
522.61631019,62.502589031
523.331243583,62.666541144
524.046176976,62.995350133
524.761110369,63.311222886
525.476043762,63.599217563
526.190977155,63.459288755
526.905910547,63.171183428
527.62084394,63.186569568
528.335777333,63.128456332
529.050710726,63.260931439
529.765644119,63.458928211
530.480577512,63.228019153
531.195510905,63.322373431
531.910444298,63.732349984
532.62537769,63.57094708
533.340311083,63.180783313
534.055244476,63.421313785
534.770177869,63.861302762
535.485111262,64.105728659
536.200044655,63.779466846
536.914978048,63.407948629
537.62991144,63.311850081
538.344844833,62.923697238
539.059778226,62.542848521
539.774711619,62.742069598
540.489645012,63.183899883
541.204578405,63.499116657
541.919511798,63.542924498
542.634445191,63.185519236
543.349378583,63.160102944
544.064311976,63.409521726
544.779245369,63.440344276
545.494178762,63.407730932
