Column1,Column2
399.647766616,78.054194165
400.362700009,77.576429975
401.077633402,76.14822899
401.792566795,74.945318002
402.507500187,75.929583225
403.22243358,77.937768737
403.937366973,77.561799486
404.652300366,75.942609369
405.367233759,75.425165511
406.082167152,74.317484746
406.797100545,73.465183346
407.512033938,74.319266735
408.22696733,74.890381317
408.941900723,74.8410754
409.656834116,75.166009682
410.371767509,74.953562999
411.086700902,74.676023368
411.801634295,74.817148522
412.516567688,74.542717837
413.231501081,74.081769059
413.946434473,74.093380599
414.661367866,74.385690295
415.376301259,74.303988716
416.091234652,72.98706098
416.806168045,72.339149098
417.521101438,74.238610614
418.236034831,75.995354297
418.950968224,75.984032894
419.665901616,76.14485548
420.380835009,75.234638778
421.095768402,75.201252577
421.810701795,77.129769167
422.525635188,77.544620517
423.240568581,75.800686006
423.955501974,75.552877107
424.670435367,75.585637417
425.385368759,74.86569212
426.100302152,75.321324734
426.815235545,76.823323168
427.530168938,76.705918826
428.245102331,75.241158843
428.960035724,75.012556277
429.674969117,74.904679941
430.38990251,74.012264932
431.104835902,73.699747492
431.819769295,73.940720825
432.534702688,73.77348417
433.249636081,74.076450544
433.964569474,74.567074004
434.679502867,74.523018282
435.39443626,75.097065085
436.109369653,76.016438706
436.824303045,76.814460327
437.539236438,77.038520451
438.254169831,76.282040501
438.969103224,74.259538625
439.684036617,73.736383186
440.39897001,75.120524795
441.113903403,77.085494843
441.828836796,77.928254773
442.543770188,77.23531966
443.258703581,76.008000377
443.973636974,75.2628187
444.688570367,75.592670278
445.40350376,76.143719579
446.118437153,76.714158325
446.833370546,77.409026979
447.548303938,77.152520631
448.263237331,76.3655868
448.978170724,76.675134343
449.693104117,77.094246216
450.40803751,76.082746372
451.122970903,74.974633251
451.837904296,75.202198839
452.552837689,75.997739962
453.267771081,76.543449726
453.982704474,76.976146742
454.697637867,77.939741067
455.41257126,78.097755365
456.127504653,76.060724455
456.842438046,73.455750339
457.557371439,73.308499621
458.272304832,75.696108749
458.987238224,77.349977535
459.702171617,76.615722758
460.41710501,74.866671516
461.132038403,74.768593321
461.846971796,75.632384331
462.561905189,75.773390313
463.276838582,75.574352909
463.991771975,75.568043382
464.706705367,75.47461047
465.42163876,75.260043019
466.136572153,74.968849963
466.851505546,74.637597148
467.566438939,74.70243693
468.281372332,75.034706747
468.996305725,75.263639537
469.711239118,75.478070247
470.42617251,75.544188499
471.141105903,75.365913195
471.856039296,75.305610148
472.570972689,75.810092588
473.285906082,76.3458
474.000839475,76.470555574
474.715772868,75.961669332
475.430706261,75.261602982
476.145639653,75.01554325
476.860573046,75.274134043
477.575506439,75.249618348
478.290439832,74.67607542
479.005373225,74.529382663
479.720306618,74.91456438
480.435240011,74.828600555
481.150173404,74.498574301
481.865106796,74.373360691
482.580040189,74.20668887
483.294973582,74.365348634
484.009906975,74.679279382
484.724840368,74.082007399
485.439773761,73.451594477
486.154707154,73.61375475
486.869640547,73.745244655
487.584573939,74.063684021
488.299507332,75.161895965
489.014440725,75.8669926
