Column1,Column2
399.647766616,28.902819916
400.362700009,28.463706317
401.077633402,27.396923655
401.792566795,26.477006413
402.507500187,27.203977036
403.22243358,28.774683176
403.937366973,28.33255786
404.652300366,27.612315642
405.367233759,28.911519304
406.082167152,28.972984729
406.797100545,27.923780843
407.512033938,28.023632346
408.22696733,28.32602925
408.941900723,27.695888059
409.656834116,28.036234766
410.371767509,29.235658192
411.086700902,29.367945942
411.801634295,28.38378757
412.516567688,28.761761225
413.231501081,29.53941256
413.946434473,28.734653788
414.661367866,28.205004315
415.376301259,28.667736377
416.091234652,28.37005708
416.806168045,27.528958191
417.521101438,27.035546587
418.236034831,27.641555694
418.950968224,28.714288644
419.665901616,28.037552492
420.380835009,26.942532054
421.095768402,26.342737401
421.810701795,26.092443227
422.525635188,27.84368801
423.240568581,29.803526427
423.955501974,30.022259237
424.670435367,29.163486111
425.385368759,28.354038637
426.100302152,27.527826598
426.815235545,27.580168389
427.530168938,28.106067286
428.245102331,28.164515182
428.960035724,27.777051926
429.674969117,27.875800883
430.38990251,28.874520918
431.104835902,29.450476484
431.819769295,29.034635521
432.534702688,28.935946534
433.249636081,28.981737096
433.964569474,28.236105842
434.679502867,27.885053207
435.39443626,28.071512314
436.109369653,28.380922236
436.824303045,28.726545956
437.539236438,28.71531037
438.254169831,28.769044433
438.969103224,28.968974983
439.684036617,29.060081888
440.39897001,29.482619159
441.113903403,29.476399211
441.828836796,28.579210076
442.543770188,28.690839461
443.258703581,29.245383054
443.973636974,28.826568142
444.688570367,28.709419131
445.40350376,28.889818325
446.118437153,28.651066335
446.833370546,28.562184752
447.548303938,28.798807577
448.263237331,29.32242168
448.978170724,29.913517484
449.693104117,29.698146201
450.40803751,29.111309008
451.122970903,28.696866168
451.837904296,28.414203186
452.552837689,28.563515663
453.267771081,28.463930418
453.982704474,27.739806429
454.697637867,27.862213281
455.41257126,28.437610638
456.127504653,28.368585462
456.842438046,28.124461978
457.557371439,28.717763177
458.272304832,29.513488308
458.987238224,29.767407798
459.702171617,29.724815748
460.41710501,29.639881844
461.132038403,29.657262011
461.846971796,29.441307293
462.561905189,29.005708978
463.276838582,28.794881103
463.991771975,29.187752479
464.706705367,29.463826069
465.42163876,29.501119077
466.136572153,29.77067344
466.851505546,29.737095193
467.566438939,29.164581945
468.281372332,29.499359659
468.996305725,30.12806521
469.711239118,30.119570425
470.42617251,29.940573676
471.141105903,29.603767376
471.856039296,29.150389071
472.570972689,29.202904491
473.285906082,29.513339679
474.000839475,29.94636398
474.715772868,30.56618748
475.430706261,30.376617847
476.145639653,29.993281504
476.860573046,29.7657635
477.575506439,29.177188944
478.290439832,29.193998515
479.005373225,29.734639747
479.720306618,29.397510825
480.435240011,28.973616747
481.150173404,29.135485235
481.865106796,29.229473227
482.580040189,29.402294256
483.294973582,29.837097209
484.009906975,30.145054344
484.724840368,30.551924505
485.439773761,30.750008543
486.154707154,30.483972702
486.869640547,30.345154947
487.584573939,30.380947954
488.299507332,30.055672236
489.014440725,29.98034994
489.729374118,30.12818792
490.444307511,29.624710987
491.159240904,29.141646557
491.874174297,29.600842225
492.589107689,30.651945805
493.304041082,30.897951771
494.018974475,30.428242867
494.733907868,30.182938252
495.448841261,30.218440962
496.163774654,30.25443614
496.878708047,30.357281075
497.59364144,30.338734129
498.308574832,29.897226582
499.023508225,29.700666373
499.738441618,29.93087951
500.453375011,30.20034204
501.168308404,30.223108011
501.883241797,30.232122569
502.59817519,30.152869402
503.313108583,30.120999022
504.028041975,30.274776571
504.742975368,30.349905955
505.457908761,30.206305517
506.172842154,30.110924579
506.887775547,30.152912646
507.60270894,30.186793377
508.317642333,30.131367268
509.032575726,30.235685736
509.747509118,30.56254751
510.462442511,30.584726748
511.177375904,30.159127128
511.892309297,29.958819365
512.60724269,30.077927574
513.322176083,30.09649559
514.037109476,30.027496141
514.752042869,29.912811396
515.466976261,30.043321926
516.181909654,30.336608541
516.896843047,30.351258612
517.61177644,30.424052424
518.326709833,30.645493831
519.041643226,30.591876461
519.756576619,30.525497318
520.471510012,30.622994042
521.186443404,30.648657431
521.901376797,30.548925294
522.61631019,30.250189453
523.331243583,30.461781363
524.046176976,31.2192951
524.761110369,31.278110417
525.476043762,31.016753812
526.190977155,31.263363993
526.905910547,31.379189319
527.62084394,31.181494008
528.335777333,31.238387199
529.050710726,31.269523831
529.765644119,31.184195288
530.480577512,31.211612368
531.195510905,31.171370743
531.910444298,31.119924218
532.62537769,31.258593564
533.340311083,31.509947464
534.055244476,31.459577042
534.770177869,31.321316552
535.485111262,31.380728608
536.200044655,31.410477382
536.914978048,31.406165645
537.62991144,31.631573281
538.344844833,31.647959908
539.059778226,31.6391187
539.774711619,31.871475098
540.489645012,31.858776031
541.204578405,31.722053142
541.919511798,31.861978708
542.634445191,31.968311001
543.349378583,31.918582996
544.064311976,31.969294337
544.779245369,32.002938834
545.494178762,32.092485147
546.209112155,32.171136677
546.924045548,32.11758271
547.638978941,32.169674563
548.353912334,32.094311117
549.068845726,31.941352482
549.783779119,32.024777427
550.498712512,32.147865987
551.213645905,32.105217155
551.928579298,32.182729093
552.643512691,32.31145442
553.358446084,32.325423289
554.073379477,32.221512933
554.788312869,32.187832493
555.503246262,32.415352367
556.218179655,32.639373421
556.933113048,32.558279275
557.648046441,32.46453305
558.362979834,32.456966964
559.077913227,32.431383576
559.79284662,32.45378565
560.507780012,32.627423976
561.222713405,32.822601811
561.937646798,32.878696105
562.652580191,32.939904201
563.367513584,33.088164149
564.082446977,33.097701173
564.79738037,32.971374901
565.512313763,33.104654252
566.227247155,33.396585079
566.942180548,33.408653017
567.657113941,33.131561405
568.372047334,32.868043719
569.086980727,32.944703778
569.80191412,33.397847211
570.516847513,33.705030672
571.231780906,33.59091896
571.946714298,33.558631718
572.661647691,33.658054201
573.376581084,33.51222935
574.091514477,33.541485545
574.80644787,33.767424101
575.521381263,33.801055998
576.236314656,33.695346571
576.951248048,33.787640884
577.666181441,33.828706213
578.381114834,33.812875808
579.096048227,33.723461014
579.81098162,33.651079159
580.525915013,33.771252439
581.240848406,33.924460723
581.955781799,34.141441829
582.670715191,34.122267723
583.385648584,33.857918527
584.100581977,33.790834755
584.81551537,33.816458773
585.530448763,33.940353814
586.245382156,34.170900279
586.960315549,34.314603065
587.675248942,34.270613634
588.390182334,34.336468903
589.105115727,34.545509942
589.82004912,34.810716695
590.534982513,34.995140675
591.249915906,34.657741069
591.964849299,34.589983945
592.679782692,34.79796707
593.394716085,34.850583494
594.109649477,34.953265152
594.82458287,34.967461238
595.539516263,34.924346147
596.254449656,35.099462212
596.969383049,35.428209712
597.684316442,35.629535227
598.399249835,35.749168272
599.114183228,35.515904327
599.82911662,35.211424504
600.544050013,35.253942394
601.258983406,35.366102049
601.973916799,35.399465326
602.688850192,35.480118929
603.403783585,35.643923811
604.118716978,35.708809923
604.833650371,35.831313343
605.548583763,35.975945745
606.263517156,36.072991174
606.978450549,36.083613662
607.693383942,36.095939098
608.408317335,36.088751886
609.123250728,35.936067614
609.838184121,35.917791257
610.553117514,36.045951108
611.268050906,36.169564441
611.982984299,36.161121589
612.697917692,36.204377987
613.412851085,36.401608313
614.127784478,36.449280474
614.842717871,36.293391514
615.557651264,36.346558618
616.272584657,36.524130245
616.987518049,36.688691736
617.702451442,36.632549755
618.417384835,36.585070184
619.132318228,36.743629355
619.847251621,36.848025255
620.562185014,36.784523766
621.277118407,36.882687433
621.992051799,37.18869915
622.706985192,37.386170599
623.421918585,37.344989465
624.136851978,37.365477892
624.851785371,37.400929045
625.566718764,37.379627317
626.281652157,37.429027637
626.99658555,37.536217081
627.711518942,37.550741664
628.426452335,37.590746678
629.141385728,37.686446582
629.856319121,37.685835053
630.571252514,37.693843602
631.286185907,37.769666588
632.0011193,37.920810584
632.716052693,38.183599132
633.430986085,38.273683043
634.145919478,38.183751441
634.860852871,38.280347934
635.575786264,38.497640928
636.290719657,38.652624963
637.00565305,38.754376519
637.720586443,38.751265551
638.435519836,38.779076861
639.150453228,39.020991677
639.865386621,39.218827129
640.580320014,39.204139142
641.295253407,39.232822538
642.0101868,39.43239039
642.725120193,39.546928107
643.440053586,39.565476664
644.154986979,39.630419607
644.869920371,39.896430736
645.584853764,40.081588843
646.299787157,40.109538798
647.01472055,40.134251966
647.729653943,40.252082793
648.444587336,40.352764561
649.159520729,40.274842314
649.874454122,40.235738305
650.589387514,40.318761689
651.304320907,40.453840333
652.0192543,40.544184083
652.734187693,40.648439822
653.449121086,40.784761932
654.164054479,40.839256547
654.878987872,40.819904869
655.593921265,40.802256104
656.308854657,40.813533523
657.02378805,40.921374669
657.738721443,41.130421597
658.453654836,41.196240405
659.168588229,41.159971091
659.883521622,41.189255908
660.598455015,41.267083604
661.313388408,41.320293589
662.0283218,41.473178201
662.743255193,41.567953356
663.458188586,41.752930781
664.173121979,41.910607056
664.888055372,41.921546362
665.602988765,41.882682351
666.317922158,41.821419748
667.03285555,41.999501316
667.747788943,42.654980716
668.462722336,42.695435056
669.177655729,42.626435193
669.892589122,42.61224008
670.607522515,42.583197095
671.322455908,42.571335001
672.037389301,42.669504425
672.752322693,42.837079461
673.467256086,42.865344601
674.182189479,42.886336705
674.897122872,42.960468227
675.612056265,43.040600384
676.326989658,43.020689765
677.041923051,43.072217101
677.756856444,43.164901098
678.471789836,43.316191244
679.186723229,43.473354515
679.901656622,43.642568488
680.616590015,43.750681667
681.331523408,43.926726348
682.046456801,43.990867079
682.761390194,44.112523393
683.476323587,44.334949703
684.191256979,44.349100737
684.906190372,44.407907502
685.621123765,44.57363348
686.336057158,44.680475158
687.050990551,44.782738331
687.765923944,44.831119256
688.480857337,44.808249379
689.19579073,44.870373973
689.910724122,44.976585496
690.625657515,45.02184628
691.340590908,45.003728497
692.055524301,45.038099236
692.770457694,45.305332403
693.485391087,45.475688356
694.20032448,45.539826401
694.915257873,45.626503946
695.630191265,45.707548758
696.345124658,45.805363541
697.060058051,45.940907271
697.774991444,46.021984758
698.489924837,46.131620764
699.20485823,46.209221754
699.919791623,46.247839861
700.634725016,46.290417794
701.349658408,46.405071573
702.064591801,46.572574195
702.779525194,46.833175014
703.494458587,46.909515555
704.20939198,46.913137928
704.924325373,46.915522949
705.639258766,47.01859147
706.354192159,47.206797538000004
707.069125551,47.328504961
707.784058944,47.319146387
708.498992337,47.385379754
709.21392573,47.647930995
709.928859123,47.759693827
710.643792516,47.784162279
711.358725909,47.79808464
712.073659301,47.899681285
712.788592694,47.984311275
713.503526087,47.99899332
714.21845948,48.065212303
714.933392873,48.213988387
715.648326266,48.390552173
716.363259659,48.535959777
717.078193052,48.683094214
717.793126444,48.874951552
718.508059837,48.979104146
719.22299323,48.939946413
719.937926623,48.933263729
720.652860016,49.162740039
721.367793409,49.313618024
722.082726802,49.372292509
722.797660195,49.467150119
723.512593587,49.58635537
724.22752698,49.648252492
724.942460373,49.700784421
725.657393766,49.826253568
726.372327159,49.907873298
727.087260552,49.913134228
727.802193945,49.97351307
728.517127338,50.085517226
729.23206073,50.238190763
729.946994123,50.453515541
730.661927516,50.624845872
731.376860909,50.675069562
732.091794302,50.647440574
732.806727695,50.667567372
733.521661088,50.841447641
734.236594481,51.069686112
734.951527873,51.144287563
735.666461266,51.057555508
736.381394659,51.074945944
737.096328052,51.33552516
737.811261445,51.570069824
738.526194838,51.55542796
739.241128231,51.449940459
739.956061624,51.481019481
740.670995016,51.642613228
741.385928409,51.670103344
742.100861802,51.634523974
742.815795195,51.762761844
743.530728588,51.889892412
744.245661981,51.899718063
744.960595374,52.150330578
745.675528767,52.576222116
746.390462159,52.827749323
747.105395552,53.210598691
747.820328945,53.453554818
748.535262338,53.623629692
749.250195731,53.650045477
749.965129124,53.759696794
750.680062517,53.878999683
751.39499591,53.935050072
752.109929302,53.973080165
752.824862695,54.055472231
753.539796088,54.098807627
754.254729481,54.087880574
754.969662874,54.063695767
755.684596267,54.327787405
756.39952966,54.531644087
757.114463052,54.646640703
757.829396445,54.584254621
758.544329838,54.591034833
759.259263231,54.619860395
759.974196624,54.699130192
760.689130017,54.860151219
761.40406341,54.922517588
762.118996803,54.863089561
762.833930195,54.896203878
763.548863588,55.065771046
764.263796981,55.076521043
764.978730374,55.108440821
765.693663767,55.349538731
766.40859716,55.506697417
767.123530553,55.682537869
767.838463946,55.822216586
768.553397338,56.054715469
769.268330731,56.282920105
769.983264124,56.418397613
770.698197517,56.616723005
771.41313091,56.768828182
772.128064303,57.05704297
772.842997696,57.219696307
773.557931089,57.449308077
774.272864481,57.569000114
774.987797874,57.624937302
775.702731267,57.810662544
776.41766466,57.913919941
777.132598053,57.91910127
777.847531446,57.938671893
778.562464839,58.009025633
779.277398232,58.349174158
779.992331624,58.6040633
780.707265017,58.58785594
781.42219841,58.593210308
782.137131803,58.883740642
782.852065196,59.030590683
783.566998589,59.169764619
784.281931982,59.233804681
784.996865375,59.384971063
785.711798767,59.601165486
786.42673216,59.724534147
787.141665553,60.017520323
787.856598946,60.196477962
788.571532339,60.315133247
789.286465732,60.342269497
790.001399125,60.458121445
790.716332518,60.732159784
791.43126591,60.772505005
792.146199303,60.674372535
792.861132696,60.700517753
793.576066089,60.959254579
794.290999482,61.093287437
795.005932875,61.240735061
795.720866268,61.314659358
796.435799661,61.428969062
797.150733053,61.423148029
797.865666446,61.557311942
798.580599839,61.703400569
799.295533232,61.859630016
800.010466625,61.960503278
800.725400018,62.214246654
801.440333411,62.222044895
802.155266803,62.256015887
802.870200196,62.354481037
803.585133589,62.518799228
804.300066982,62.609911783
805.015000375,62.754014437
805.729933768,62.765941377
806.444867161,62.882595986
807.159800554,63.035986422
807.874733946,63.326351906
808.589667339,63.327985562
809.304600732,63.342382144
810.019534125,63.490489072
810.734467518,63.603080248
811.449400911,63.540257449
812.164334304,63.508734094
812.879267697,63.353567984
813.594201089,63.233189103
814.309134482,63.318211976
815.024067875,63.393012962
815.739001268,63.402442357
816.453934661,63.51423721
817.168868054,63.723238237
817.883801447,64.534241852
818.59873484,64.850151666
819.313668232,64.9743449
820.028601625,65.256233087
820.743535018,65.366825647
821.458468411,65.612047818
822.173401804,65.775930115
822.888335197,65.847945899
823.60326859,66.044288008
824.318201983,66.187348093
825.033135375,66.238714003
825.748068768,66.459722319
826.463002161,66.620664517
827.177935554,66.636478032
827.892868947,66.710741666
828.60780234,66.836457608
829.322735733,66.936551106
830.037669126,67.223702608
830.752602518,67.367540491
831.467535911,67.432807083
832.182469304,67.553672578
832.897402697,67.616346778
833.61233609,67.627265617
834.327269483,67.617001212
835.042202876,67.764363609
835.757136269,67.944227561
836.472069661,68.113178706
837.187003054,68.245618692
837.901936447,68.210638064
838.61686984,68.209553366
839.331803233,68.303631682
840.046736626,68.744876606
840.761670019,68.966861898
841.476603412,69.135305306
842.191536804,69.41673383
842.906470197,69.53273071
843.62140359,69.605650046
844.336336983,69.698426232
845.051270376,69.804730249
845.766203769,69.807394115
846.481137162,69.862826044
847.196070554,69.990529661
847.911003947,70.170481404
848.62593734,70.52668264
849.340870733,70.634966641
850.055804126,70.710884931
850.770737519,70.958109307
851.485670912,71.265789331
852.200604305,71.393729782
852.915537697,71.593827188
853.63047109,71.764721101
854.345404483,71.8888524
855.060337876,72.116410903
855.775271269,72.229473297
856.490204662,72.326062353
857.205138055,72.422632013
857.920071448,72.460442308
858.63500484,72.4789091
859.349938233,72.534631841
860.064871626,72.664066441
860.779805019,72.889284394
861.494738412,73.018995474
862.209671805,72.957558964
862.924605198,72.898240655
863.639538591,73.230921364
864.354471983,73.42873457
865.069405376,73.507526281
865.784338769,73.647467723
866.499272162,73.791808241
867.214205555,73.899065136
867.929138948,74.016388852
868.644072341,74.061825239
869.359005734,74.183728319
870.073939126,74.448084498
870.788872519,74.623446723
871.503805912,74.609363942
872.218739305,74.585443624
872.933672698,74.637427619
873.648606091,74.79403876
874.363539484,74.985142666
875.078472877,75.022318463
875.793406269,75.02177495
876.508339662,75.35335494
877.223273055,75.512257996
877.938206448,75.643218398
878.653139841,75.787596127
879.368073234,75.890446309
880.083006627,76.009362609
880.79794002,76.103662661
881.512873412,76.182393689
882.227806805,76.31602311
882.942740198,76.420239167
883.657673591,76.471246177
884.372606984,76.571277234
885.087540377,76.754766016
