400.199814050,27.649716641
400.914456575,27.765219500
401.629099100,29.989030913
402.343741625,30.708334990
403.058384150,29.010334259
403.773026675,27.393602606
404.487669201,27.476728843
405.202311726,29.333101570
405.916954251,30.059722330
406.631596776,28.819810806
407.346239301,28.559464236
408.060881826,28.899853182
408.775524351,28.170573676
409.490166876,27.539169104
410.204809401,27.844240509
410.919451926,27.817701137
411.634094451,27.623077687
412.348736977,27.406974534
413.063379502,27.586727865
413.778022027,28.650589666
414.492664552,28.954558067
415.207307077,28.495918932
415.921949602,28.502974695
416.636592127,28.198426070
417.351234652,27.118986464
418.065877177,26.698919495
418.780519702,26.440590887
419.495162227,25.935743652
420.209804753,27.262321822
420.924447278,27.981818289
421.639089803,27.331864788
422.353732328,27.072763835
423.068374853,27.092547625
423.783017378,26.893473994
424.497659903,27.387101820
425.212302428,28.106760745
425.926944953,28.177072474
426.641587478,27.912066273
427.356230003,27.575965474
428.070872528,27.859610025
428.785515054,28.665663856
429.500157579,28.132551241
430.214800104,26.838109460
430.929442629,26.675877339
431.644085154,27.360194335
432.358727679,26.735619132
433.073370204,26.404728645
433.788012729,27.956262339
434.502655254,29.300692179
435.217297779,28.545086256
435.931940304,27.605600125
436.646582830,27.497616999
437.361225355,27.667799165
438.075867880,28.032975878
438.790510405,28.366677881
439.505152930,28.347776417
440.219795455,27.972861052
440.934437980,27.725678062
441.649080505,28.208315915
442.363723030,29.074297727
443.078365555,28.957871723
443.793008080,28.568353100
444.507650606,28.734874103
445.222293131,28.508687175
445.936935656,27.938192625
446.651578181,28.046172335
447.366220706,28.364508946
448.080863231,28.275868307
448.795505756,28.782907106
449.510148281,29.222095369
450.224790806,28.797189756
450.939433331,28.891982653
451.654075856,29.166934856
452.368718382,28.646845229
453.083360907,28.336804730
453.798003432,28.915028343
454.512645957,28.743813453
455.227288482,28.025958318
455.941931007,27.875896419
456.656573532,27.708945063
457.371216057,27.311990558
458.085858582,27.182292828
458.800501107,27.389619832
459.515143632,27.602645543
460.229786158,27.916085920
460.944428683,28.464650922
461.659071208,29.112487037
462.373713733,29.323573855
463.088356258,28.823191290
463.802998783,28.547997680
464.517641308,28.682847629
465.232283833,28.769826651
465.946926358,28.937809767
466.661568883,28.833548626
467.376211408,28.541515424
468.090853933,28.686700881
468.805496459,28.911785563
469.520138984,29.069514717
470.234781509,29.475048282
470.949424034,29.412177439
471.664066559,29.091449412
472.378709084,29.236649453
473.093351609,29.347562822
473.807994134,28.948772547
474.522636659,28.893784734
475.237279184,29.262512787
475.951921709,29.533197105
476.666564235,29.634023695
477.381206760,29.333618526
478.095849285,28.698573625
478.810491810,28.382184321
479.525134335,28.736007062
480.239776860,29.348943888
480.954419385,29.582183409
481.669061910,29.424249546
482.383704435,29.460900640
483.098346960,29.685757172
483.812989485,29.789761144
484.527632011,29.755965590
485.242274536,30.010752253
485.956917061,30.016551714
486.671559586,29.612882558
487.386202111,29.582085553
488.100844636,30.058638526
488.815487161,30.224152978
489.530129686,30.309903091
490.244772211,30.218981576
490.959414736,29.565622837
491.674057261,29.278694377
492.388699787,29.385926473
493.103342312,29.491575729
493.817984837,29.667612857
494.532627362,29.634588105
495.247269887,29.354768257
495.961912412,29.509779809
496.676554937,29.796020462
497.391197462,29.808908519
498.105839987,29.932129764
498.820482512,30.124780875
499.535125037,30.075524143
500.249767563,30.242537717
500.964410088,30.421184761
501.679052613,30.190148781
502.393695138,30.127371217
503.108337663,30.210000623
503.822980188,30.033548019
504.537622713,29.976263743
505.252265238,30.033850558
505.966907763,29.908949055
506.681550288,29.952482425
507.396192813,30.100055479
508.110835339,30.192464918
508.825477864,30.372318446
509.540120389,30.355520900
510.254762914,30.052659011
510.969405439,30.070889931
511.684047964,30.359559809
512.398690489,30.380037059
513.113333014,30.184494202
513.827975539,29.962293437
514.542618064,30.073068986
515.257260589,30.578456924
515.971903114,30.713368419
516.686545640,30.398357160
517.401188165,30.255463178
518.115830690,30.233494762
518.830473215,30.216871337
519.545115740,30.392293427
520.259758265,30.513451774
520.974400790,30.356186777
521.689043315,30.172713497
522.403685840,30.158150988
523.118328365,30.556681937
523.832970890,30.709413330
524.547613416,30.262293005
525.262255941,30.018251131
525.976898466,30.195594325
526.691540991,30.288877783
527.406183516,30.064516077
528.120826041,30.045527848
528.835468566,30.267144939
529.550111091,30.452662170
530.264753616,30.518347907
530.979396141,30.803781938
531.694038666,30.945805855
532.408681192,30.707179849
533.123323717,30.681088000
533.837966242,30.975697258
534.552608767,30.823529336
535.267251292,30.642921531
535.981893817,30.717343099
