400.199814050,29.324264688
400.914456575,29.298608504
401.629099100,30.001844875
402.343741625,29.028464546
403.058384150,28.076733202
403.773026675,28.548079212
404.487669201,28.610321247
405.202311726,26.969755713
405.916954251,26.194142802
406.631596776,27.841281068
407.346239301,28.764835297
408.060881826,28.582551601
408.775524351,28.890146715
409.490166876,28.897434766
410.204809401,28.032265498
410.919451926,27.873648879
411.634094451,28.157076087
412.348736977,28.618881115
413.063379502,28.900717257
413.778022027,28.636031995
414.492664552,28.076974904
415.207307077,27.557756764
415.921949602,27.334227188
416.636592127,27.205354307
417.351234652,26.823495420
418.065877177,27.217832902
418.780519702,28.782077768
419.495162227,29.386623362
420.209804753,28.467410965
420.924447278,27.850256080
421.639089803,27.764213903
422.353732328,28.251508328
423.068374853,29.010052683
423.783017378,28.762892501
424.497659903,27.943483134
425.212302428,28.016681480
425.926944953,28.492618517
426.641587478,27.857902806
427.356230003,27.725433319
428.070872528,28.396502421
428.785515054,28.258912673
429.500157579,28.329123556
430.214800104,28.461803367
430.929442629,27.132123012
431.644085154,26.970268543
432.358727679,28.175827682
433.073370204,28.460744690
433.788012729,28.349062740
434.502655254,28.064178069
435.217297779,27.237819542
435.931940304,27.396853119
436.646582830,27.842536479
437.361225355,27.628440354
438.075867880,28.098753356
438.790510405,28.505322618
439.505152930,28.138575028
440.219795455,28.188309108
440.934437980,28.263948179
441.649080505,28.088667159
442.363723030,28.607633100
443.078365555,29.618081287
443.793008080,29.888820548
444.507650606,29.195422228
445.222293131,28.174021239
445.936935656,28.127825783
446.651578181,29.048732682
447.366220706,29.232821699
448.080863231,28.589898382
448.795505756,27.902684006
449.510148281,27.567567548
450.224790806,28.127733884
450.939433331,28.644175857
451.654075856,28.499463825
452.368718382,28.466824086
453.083360907,27.953787223
453.798003432,27.254818130
454.512645957,27.632343378
455.227288482,28.205644975
455.941931007,28.423826705
456.656573532,28.790677049
457.371216057,28.343361975
458.085858582,27.748321900
458.800501107,27.910451711
459.515143632,28.079556739
460.229786158,29.170565026
460.944428683,30.383432723
461.659071208,30.105204693
462.373713733,29.458498682
463.088356258,29.096508551
463.802998783,28.808135202
464.517641308,28.829153789
465.232283833,28.652822492
465.946926358,28.651285454
466.661568883,28.776233436
467.376211408,28.563025974
468.090853933,28.761282182
468.805496459,28.735019515
469.520138984,28.353796939
470.234781509,28.986739602
470.949424034,29.018561684
471.664066559,28.099529561
472.378709084,28.384549924
