400.199814050,71.212805901
400.914456575,72.315307189
401.629099100,70.604015515
402.343741625,69.480343262
403.058384150,71.047736370
403.773026675,73.035606511
404.487669201,73.536995127
405.202311726,71.325355484
405.916954251,68.747318550
406.631596776,69.378296214
407.346239301,71.103621286
408.060881826,72.702581338
408.775524351,72.844523094
409.490166876,71.207715150
410.204809401,69.865511351
410.919451926,69.702388553
411.634094451,69.358665987
412.348736977,69.337586914
413.063379502,70.840787627
413.778022027,73.108287758
414.492664552,73.541912998
415.207307077,73.106910353
415.921949602,72.314572674
416.636592127,71.069618005
417.351234652,70.620856527
418.065877177,71.221464072
418.780519702,69.604168868
419.495162227,68.754367931
420.209804753,71.292557259
420.924447278,71.188476686
421.639089803,70.528259724
422.353732328,71.942022922
423.068374853,72.171919964
423.783017378,70.978236553
424.497659903,70.388612760
425.212302428,70.416356897
425.926944953,71.710382978
426.641587478,72.819081499
427.356230003,71.618449515
428.070872528,70.677722372
428.785515054,71.520649143
429.500157579,72.286974688
430.214800104,71.683650054
430.929442629,71.226535512
431.644085154,72.082776409
432.358727679,72.153096336
433.073370204,71.306932873
433.788012729,71.224476184
434.502655254,70.703339007
435.217297779,69.819283174
435.931940304,70.253348390
436.646582830,70.543232220
437.361225355,69.835813056
438.075867880,69.996206027
438.790510405,70.322749639
439.505152930,70.720582482
440.219795455,71.458838363
440.934437980,71.599652661
441.649080505,71.085422980
442.363723030,70.288406968
443.078365555,69.624066279
443.793008080,70.306082257
444.507650606,70.420024781
445.222293131,69.604839592
445.936935656,70.285761736
446.651578181,71.359661665
447.366220706,71.342982277
448.080863231,72.129607245
448.795505756,72.091504566
449.510148281,70.583909318
450.224790806,70.877632969
450.939433331,71.607787736
451.654075856,71.130449615
452.368718382,71.077295517
453.083360907,70.661023922
453.798003432,70.405834309
454.512645957,71.214001103
455.227288482,71.087904817
455.941931007,70.402969153
456.656573532,69.898249106
457.371216057,69.258331616
458.085858582,69.615691822
458.800501107,71.295301840
459.515143632,71.946163901
460.229786158,71.447963033
460.944428683,70.322378434
461.659071208,69.712420813
462.373713733,69.737273298
463.088356258,70.036880058
463.802998783,70.441566008
464.517641308,70.471268159
465.232283833,70.144353344
465.946926358,70.121915396
